Accession,Character,Value
0566A1-3-1-157,Hardness,S
0566A1-3-1-157,Growth habit,W
0566A1-3-1-157,Species,aestivum
0566A1-3-1-16,Hardness,S
0566A1-3-1-16,Growth habit,W
0566A1-3-1-16,Species,aestivum
0566A1-3-1-161,Hardness,S
0566A1-3-1-161,Growth habit,W
0566A1-3-1-161,Species,aestivum
0566A1-3-1-162,Hardness,S
0566A1-3-1-162,Growth habit,W
0566A1-3-1-162,Species,aestivum
0566A1-3-1-171,Hardness,S
0566A1-3-1-171,Growth habit,W
0566A1-3-1-171,Species,aestivum
0566A1-3-1-175,Hardness,S
0566A1-3-1-175,Growth habit,W
0566A1-3-1-175,Species,aestivum
0566A1-3-1-176,Hardness,S
0566A1-3-1-176,Growth habit,W
0566A1-3-1-176,Species,aestivum
0566A1-3-1-178,Hardness,S
0566A1-3-1-178,Growth habit,W
0566A1-3-1-178,Species,aestivum
0566A1-3-1-179,Hardness,S
0566A1-3-1-179,Growth habit,W
0566A1-3-1-179,Species,aestivum
0566A1-3-1-180,Hardness,S
0566A1-3-1-180,Growth habit,W
0566A1-3-1-180,Species,aestivum
0566A1-3-1-188,Hardness,S
0566A1-3-1-188,Growth habit,W
0566A1-3-1-188,Species,aestivum
0566A1-3-1-189,Hardness,S
0566A1-3-1-189,Growth habit,W
0566A1-3-1-189,Species,aestivum
0566A1-3-1-191,Hardness,S
0566A1-3-1-191,Growth habit,W
0566A1-3-1-191,Species,aestivum
0566A1-3-1-208,Hardness,S
0566A1-3-1-208,Growth habit,W
0566A1-3-1-208,Species,aestivum
0566A1-3-1-219,Hardness,S
0566A1-3-1-219,Growth habit,W
0566A1-3-1-219,Species,aestivum
0566A1-3-1-220,Hardness,S
0566A1-3-1-220,Growth habit,W
0566A1-3-1-220,Species,aestivum
0566A1-3-1-223,Hardness,S
0566A1-3-1-223,Growth habit,W
0566A1-3-1-223,Species,aestivum
0566A1-3-1-229,Hardness,S
0566A1-3-1-229,Growth habit,W
0566A1-3-1-229,Species,aestivum
0566A1-3-1-242,Hardness,S
0566A1-3-1-242,Growth habit,W
0566A1-3-1-242,Species,aestivum
0566A1-3-1-3,Hardness,S
0566A1-3-1-3,Growth habit,W
0566A1-3-1-3,Color,R
0566A1-3-1-3,Species,aestivum
0566A1-3-1-47,Hardness,S
0566A1-3-1-47,Growth habit,W
0566A1-3-1-47,Color,R
0566A1-3-1-47,Chaff,bright
0566A1-3-1-47,Height,short
0566A1-3-1-47,Species,aestivum
0566A1-3-1-48,Hardness,S
0566A1-3-1-48,Growth habit,W
0566A1-3-1-48,Species,aestivum
0566A1-3-1-50,Hardness,S
0566A1-3-1-50,Growth habit,W
0566A1-3-1-50,Species,aestivum
0566A1-3-1-51,Hardness,S
0566A1-3-1-51,Species,aestivum
0566A1-3-1-52,Hardness,S
0566A1-3-1-52,Growth habit,W
0566A1-3-1-52,Color,R
0566A1-3-1-52,Height,short
0566A1-3-1-52,Species,aestivum
0566A1-3-1-54,Hardness,S
0566A1-3-1-54,Growth habit,W
0566A1-3-1-54,Species,aestivum
0566A1-3-1-6,Hardness,S
0566A1-3-1-6,Growth habit,W
0566A1-3-1-6,Color,R
0566A1-3-1-6,Species,aestivum
0566A1-3-1-63-3,Hardness,S
0566A1-3-1-63-3,Growth habit,W
0566A1-3-1-63-3,Color,R
0566A1-3-1-63-3,Chaff,bright
0566A1-3-1-63-3,Height,short
0566A1-3-1-63-3,Species,aestivum
0566A1-3-1-65,Hardness,S
0566A1-3-1-65,Growth habit,W
0566A1-3-1-65,Color,R
0566A1-3-1-65,Awned,N
0566A1-3-1-65,Chaff,bright
0566A1-3-1-65,Species,aestivum
0566A1-3-1-67,Hardness,S
0566A1-3-1-67,Growth habit,W
0566A1-3-1-67,Color,R
0566A1-3-1-67,Awned,N
0566A1-3-1-67,Chaff,bright
0566A1-3-1-67,Species,aestivum
0566A1-3-1-75,Hardness,S
0566A1-3-1-75,Growth habit,W
0566A1-3-1-75,Species,aestivum
0566A1-3-1-77,Hardness,S
0566A1-3-1-77,Growth habit,W
0566A1-3-1-77,Species,aestivum
0566A1-3-1-78,Hardness,S
0566A1-3-1-78,Growth habit,W
0566A1-3-1-78,Species,aestivum
0566A1-3-1-82,Hardness,S
0566A1-3-1-82,Growth habit,W
0566A1-3-1-82,Species,aestivum
0566A1-3-1-86,Hardness,S
0566A1-3-1-86,Growth habit,W
0566A1-3-1-86,Species,aestivum
0566A1-3-1-95,Hardness,S
0566A1-3-1-95,Growth habit,W
0566A1-3-1-95,Species,aestivum
0570A1-2-32-5-1,Hardness,S
0570A1-2-32-5-1,Growth habit,W
0570A1-2-32-5-1,Species,aestivum
0570A1-2-32-5-1-4,Hardness,S
0570A1-2-32-5-1-4,Growth habit,W
0570A1-2-32-5-1-4,Species,aestivum
0570A1-2-39-2-12,Hardness,S
0570A1-2-39-2-12,Growth habit,W
0570A1-2-39-2-12,Species,aestivum
0570A1-2-39-2-16,Hardness,S
0570A1-2-39-2-16,Growth habit,W
0570A1-2-39-2-16,Species,aestivum
0570A1-2-39-2-28,Hardness,S
0570A1-2-39-2-28,Growth habit,W
0570A1-2-39-2-28,Species,aestivum
0570A1-2-39-2-4,Hardness,S
0570A1-2-39-2-4,Growth habit,W
0570A1-2-39-2-4,Species,aestivum
0570A1-2-39-5,Hardness,S
0570A1-2-39-5,Growth habit,W
0570A1-2-39-5,Color,R
0570A1-2-39-5,Awned,N
0570A1-2-39-5,Chaff,bright
0570A1-2-39-5,Species,aestivum
0570A1-2-39-5-4,Hardness,S
0570A1-2-39-5-4,Growth habit,W
0570A1-2-39-5-4,Species,aestivum
0570A1-2-58,Hardness,S
0570A1-2-58,Growth habit,W
0570A1-2-58,Species,aestivum
0570A1-6-12,Hardness,S
0570A1-6-12,Growth habit,W
0570A1-6-12,Species,aestivum
0570A1-7-1,Hardness,S
0570A1-7-1,Growth habit,W
0570A1-7-1,Species,aestivum
0570A1-7-1-2,Hardness,S
0570A1-7-1-2,Growth habit,W
0570A1-7-1-2,Species,aestivum
0570A1-7-6,Hardness,S
0570A1-7-6,Growth habit,W
0570A1-7-6,Species,aestivum
0570A1-8-5-1,Hardness,S
0570A1-8-5-1,Growth habit,W
0570A1-8-5-1,Species,aestivum
0570A1-8-5-4,Hardness,S
0570A1-8-5-4,Growth habit,W
0570A1-8-5-4,Species,aestivum
0570A1-8-5-8,Hardness,S
0570A1-8-5-8,Growth habit,W
0570A1-8-5-8,Species,aestivum
057RA1-8-5,Hardness,S
057RA1-8-5,Growth habit,W
057RA1-8-5,Species,aestivum
057RA1-8-5-15,Hardness,S
057RA1-8-5-15,Growth habit,W
057RA1-8-5-15,Species,aestivum
057RA1-8-5-3,Hardness,S
057RA1-8-5-3,Growth habit,W
057RA1-8-5-3,Species,aestivum
057RA1-8-5-33,Hardness,S
057RA1-8-5-33,Growth habit,W
057RA1-8-5-33,Height,short
057RA1-8-5-33,Species,aestivum
057RA1-8-5-36,Hardness,S
057RA1-8-5-36,Growth habit,W
057RA1-8-5-36,Species,aestivum
058RA1-5-6-1,Hardness,S
058RA1-5-6-1,Growth habit,W
058RA1-5-6-1,Species,aestivum
059A1-1-9-5,Hardness,S
059A1-1-9-5,Growth habit,W
059A1-1-9-5,Species,aestivum
059A1-1-9-6,Hardness,S
059A1-1-9-6,Growth habit,W
059A1-1-9-6,Species,aestivum
059A1-2-4-3,Hardness,S
059A1-2-4-3,Growth habit,W
059A1-2-4-3,Species,aestivum
059A1-2-6-4,Hardness,S
059A1-2-6-4,Growth habit,W
059A1-2-6-4,Species,aestivum
05S0045-12,Species,aestivum
05S0157-4,Species,aestivum
05S0204-12,Species,aestivum
05S0242-6,Species,aestivum
05S0261-10,Species,aestivum
05S0271-25,Species,aestivum
06033-4-2-4,Species,aestivum
061105-8-3-3,Species,aestivum
061654-G14-7-17-G10-15-5,Species,aestivum
0617-26,Growth habit,S
0617-26,Rht-B1b,A
0617-26,Rht-D1b,A
0617-26,Ppd-D1a,A
0617-26,Species,aestivum
06403A1-4,Hardness,S
06403A1-4,Growth habit,W
06403A1-4,Color,R
06403A1-4,Awned,N
06403A1-4,Chaff,bright
06403A1-4,Species,aestivum
06454-7-3-2,Species,aestivum
06473-9-4-5,Species,aestivum
06497A1--3,Hardness,S
06497A1--3,Growth habit,W
06497A1--3,Species,aestivum
06497A1-7-3,Hardness,S
06497A1-7-3,Growth habit,W
06497A1-7-3,Species,aestivum
06MSP18,Hardness,H
06MSP18,Growth habit,S
06MSP18,Color,R
06MSP18,Species,aestivum
06S0040-10,Species,aestivum
06S0040-14,Species,aestivum
06S0044-18,Species,aestivum
06S0058-3,Species,aestivum
06S0156-9,Species,aestivum
06S0157-1,Species,aestivum
06S0205-2,Species,aestivum
06S0327-1,Species,aestivum
06S0327-13,Species,aestivum
06S0327-22,Species,aestivum
0711A1--1,Hardness,S
0711A1--1,Growth habit,W
0711A1--1,Species,aestivum
071592-14-3-3,Species,aestivum
071596-G6-2-6-3-4,Species,aestivum
071610-1-22-4,Species,aestivum
071612-9-7-1,Species,aestivum
071614-12-2-2-3,Species,aestivum
071621-1-7-1-3,Species,aestivum
071621-1-7-7-5,Species,aestivum
071628-G3-G1-G4-G1,Growth habit,W
071628-G3-G1-G4-G1,Species,aestivum
071694-G5-G5-G1PUB,Growth habit,W
071694-G5-G5-G1PUB,Species,aestivum
0722A1-1-7,Hardness,S
0722A1-1-7,Growth habit,W
0722A1-1-7,Color,R
0722A1-1-7,Awned,N
0722A1-1-7,Chaff,bright
0722A1-1-7,Species,aestivum
0724B1--13,Hardness,S
0724B1--13,Growth habit,W
0724B1--13,Species,aestivum
07287RA1-14,Hardness,S
07287RA1-14,Growth habit,W
07287RA1-14,Color,R
07287RA1-14,Awned,N
07287RA1-14,Chaff,bright
07287RA1-14,Species,aestivum
07290A1-12,Hardness,S
07290A1-12,Growth habit,W
07290A1-12,Color,R
07290A1-12,Awned,N
07290A1-12,Chaff,bright
07290A1-12,Species,aestivum
07290A1-12W-1,Hardness,S
07290A1-12W-1,Growth habit,W
07290A1-12W-1,Species,aestivum
073/44,Growth habit,S
073/44,Rht-D1b,A
073/44,Species,durum
07320A1-3,Hardness,S
07320A1-3,Growth habit,W
07320A1-3,Species,aestivum
07323-19-5-4,Species,aestivum
07351-1-3-2-5,Species,aestivum
07353-10-4-3,Species,aestivum
07353-5-5,Species,aestivum
07419A1-16-1-1-16-1-1,Hardness,S
07419A1-16-1-1-16-1-1,Growth habit,W
07419A1-16-1-1-16-1-1,Color,R
07419A1-16-1-1-16-1-1,Chaff,bright
07419A1-16-1-1-16-1-1,Height,short
07419A1-16-1-1-16-1-1,Species,aestivum
07469A1-10-1-6,Hardness,S
07469A1-10-1-6,Growth habit,W
07469A1-10-1-6,Species,aestivum
07469A1-6-1-3,Hardness,S
07469A1-6-1-3,Growth habit,W
07469A1-6-1-3,Species,aestivum
0762A1-2-8,Hardness,S
0762A1-2-8,Growth habit,W
0762A1-2-8,Color,R
0762A1-2-8,Awned,N
0762A1-2-8,Chaff,bright
0762A1-2-8,Height,short
0762A1-2-8,Species,aestivum
07MAS1-7031-7-1-4,Hardness,S
07MAS1-7031-7-1-4,Growth habit,W
07MAS1-7031-7-1-4,Species,aestivum
07MAS1-7054-2-2-4,Hardness,S
07MAS1-7054-2-2-4,Growth habit,W
07MAS1-7054-2-2-4,Species,aestivum
07MAS1-7054-3-3-2,Hardness,S
07MAS1-7054-3-3-2,Growth habit,W
07MAS1-7054-3-3-2,Species,aestivum
07MAS1-7151-1-2-4,Hardness,S
07MAS1-7151-1-2-4,Growth habit,W
07MAS1-7151-1-2-4,Species,aestivum
07MAS10-8328-7-2-2,Hardness,S
07MAS10-8328-7-2-2,Growth habit,W
07MAS10-8328-7-2-2,Species,aestivum
07MAS10-8328-7-3-3,Hardness,S
07MAS10-8328-7-3-3,Growth habit,W
07MAS10-8328-7-3-3,Species,aestivum
07MAS12-8752-1-3-1,Hardness,S
07MAS12-8752-1-3-1,Growth habit,W
07MAS12-8752-1-3-1,Species,aestivum
07MAS13-8825-6-3-3,Hardness,S
07MAS13-8825-6-3-3,Growth habit,W
07MAS13-8825-6-3-3,Species,aestivum
07MAS13-8825-6-4-4,Hardness,S
07MAS13-8825-6-4-4,Growth habit,W
07MAS13-8825-6-4-4,Species,aestivum
07MAS2-7199-2-3-1,Hardness,S
07MAS2-7199-2-3-1,Growth habit,W
07MAS2-7199-2-3-1,Species,aestivum
07MAS2-7263-1-2-2,Hardness,S
07MAS2-7263-1-2-2,Growth habit,W
07MAS2-7263-1-2-2,Species,aestivum
07MAS3-7313-7-1-2,Hardness,S
07MAS3-7313-7-1-2,Growth habit,W
07MAS3-7313-7-1-2,Species,aestivum
07MAS4-7416-5-4-2,Hardness,S
07MAS4-7416-5-4-2,Growth habit,W
07MAS4-7416-5-4-2,Color,R
07MAS4-7416-5-4-2,Height,short
07MAS4-7416-5-4-2,Species,aestivum
07MAS4-7463-6-4-3,Hardness,S
07MAS4-7463-6-4-3,Growth habit,W
07MAS4-7463-6-4-3,Species,aestivum
07MAS4-7520-2-3-2,Hardness,S
07MAS4-7520-2-3-2,Growth habit,W
07MAS4-7520-2-3-2,Species,aestivum
07S0018-2,Hardness,H
07S0018-2,Growth habit,S
07S0018-2,Color,R
07S0018-2,Species,aestivum
07S0027-3,Hardness,H
07S0027-3,Growth habit,S
07S0027-3,Color,R
07S0027-3,Species,aestivum
07S0184-11,Hardness,H
07S0184-11,Growth habit,S
07S0184-11,Color,R
07S0184-11,Species,aestivum
07S0203-9,Hardness,H
07S0203-9,Growth habit,S
07S0203-9,Color,R
07S0203-9,Species,aestivum
07S0208-27,Hardness,H
07S0208-27,Growth habit,S
07S0208-27,Color,R
07S0208-27,Species,aestivum
07S0209-29,Hardness,H
07S0209-29,Growth habit,S
07S0209-29,Color,R
07S0209-29,Species,aestivum
07S0211-23,Hardness,H
07S0211-23,Growth habit,S
07S0211-23,Color,R
07S0211-23,Species,aestivum
07S0274-2,Hardness,H
07S0274-2,Growth habit,S
07S0274-2,Color,R
07S0274-2,Species,aestivum
08-Y-1,Growth habit,W
08-Y-1,Species,aestivum
08010/18,Growth habit,S
08010/18,Species,aestivum
08010/20,Growth habit,S
08010/20,Species,aestivum
081108-3-4,Species,aestivum
081606-G2-1-7-G2-5,Species,aestivum
08193-1-4,Species,aestivum
081B1-12-4,Hardness,S
081B1-12-4,Growth habit,W
081B1-12-4,Color,R
081B1-12-4,Species,aestivum
081B1-8-3,Hardness,S
081B1-8-3,Growth habit,W
081B1-8-3,Color,R
081B1-8-3,Species,aestivum
082A1-3-1,Hardness,S
082A1-3-1,Growth habit,W
082A1-3-1,Color,R
082A1-3-1,Height,short
082A1-3-1,Species,aestivum
082A1-55-4,Hardness,S
082A1-55-4,Growth habit,W
082A1-55-4,Color,R
082A1-55-4,Species,aestivum
08334A1-31,Hardness,S
08334A1-31,Growth habit,W
08334A1-31,Height,short
08334A1-31,Species,aestivum
08429-8-3-2-1,Species,aestivum
08577-4,Hardness,S
08577-4,Growth habit,W
08577-4,Color,R
08577-4,Species,aestivum
0858A1-33-2,Hardness,S
0858A1-33-2,Growth habit,W
0858A1-33-2,Species,aestivum
08850-2,Hardness,S
08850-2,Growth habit,W
08850-2,Color,R
08850-2,Species,aestivum
08MAS2-18-3-3,Hardness,S
08MAS2-18-3-3,Growth habit,W
08MAS2-18-3-3,Species,aestivum
08MAS2-187-7-1,Hardness,S
08MAS2-187-7-1,Growth habit,W
08MAS2-187-7-1,Species,aestivum
08S0036-19,Hardness,H
08S0036-19,Growth habit,S
08S0036-19,Color,R
08S0036-19,Species,aestivum
08S0094-9,Hardness,H
08S0094-9,Growth habit,S
08S0094-9,Color,R
08S0094-9,Species,aestivum
09-60-58-1,Growth habit,W
09-60-58-1,Species,aestivum
09031-1-15,Hardness,S
09031-1-15,Growth habit,W
09031-1-15,Species,aestivum
09031-1-8,Hardness,S
09031-1-8,Growth habit,W
09031-1-8,Species,aestivum
09039-8-8,Hardness,S
09039-8-8,Growth habit,W
09039-8-8,Species,aestivum
09039-8-9,Hardness,S
09039-8-9,Growth habit,W
09039-8-9,Species,aestivum
09059-1-16,Hardness,S
09059-1-16,Growth habit,W
09059-1-16,Species,aestivum
09059-1-20,Hardness,S
09059-1-20,Growth habit,W
09059-1-20,Species,aestivum
09059-1-24,Hardness,S
09059-1-24,Growth habit,W
09059-1-24,Species,aestivum
09059-1-67,Hardness,S
09059-1-67,Growth habit,W
09059-1-67,Species,aestivum
09068-5-13,Hardness,S
09068-5-13,Growth habit,W
09068-5-13,Species,aestivum
09068-5-19,Hardness,S
09068-5-19,Growth habit,W
09068-5-19,Species,aestivum
09068-5-6,Hardness,S
09068-5-6,Growth habit,W
09068-5-6,Species,aestivum
09068-5-85,Hardness,S
09068-5-85,Growth habit,W
09068-5-85,Species,aestivum
09283-G1-G1,Growth habit,W
09283-G1-G1,Species,aestivum
09S0018-2,Species,aestivum
09S0054-5,Species,aestivum
09S0055-1,Species,aestivum
09S0084-14,Species,aestivum
09S0118-10,Species,aestivum
09WESLEYBC21,Species,aestivum
09WESLEYBC23,Species,aestivum
09WESLEYBC40,Species,aestivum
09WESLEYBC56,Species,aestivum
09WESLEYBC6,Species,aestivum
09WESLSEYBC52,Species,aestivum
1/1/94,Growth habit,S
1/1/94,Rht-B1b,A
1/1/94,Rht-D1b,A
1/1/94,Ppd-D1a,A
1/1/94,Species,aestivum
100-93-54,Growth habit,S
100-93-54,Awned,A
100-93-54,Rht-B1b,A
100-93-54,Rht-D1b,A
100-93-54,Ppd-D1a,A
100-93-54,Species,aestivum
10010-20,Hardness,H
10010-20,Growth habit,S
10010-20,Color,W
10010-20,Awned,A
10010-20,Height,short
10010-20,Species,aestivum
10013-1,Hardness,H
10013-1,Growth habit,S
10013-1,Color,W
10013-1,Awned,A
10013-1,Height,short
10013-1,Species,aestivum
10014/7,Hardness,H
10014/7,Growth habit,S
10014/7,Color,R
10014/7,Awned,A
10014/7,Height,short
10014/7,Species,aestivum
1002,Growth habit,S
1002,Rht-B1b,A
1002,Rht-D1b,A
1002,Ppd-D1a,A
1002,Species,aestivum
10021,Growth habit,S
10021,Rht-D1b,A
10021,Ppd-D1a,A
10021,Species,aestivum
1004B,Growth habit,S
1004B,Awned,A
1004B,Rht-B1b,P
1004B,Rht-D1b,P
1004B,Ppd-D1a,A
1004B,Species,aestivum
10056,Growth habit,S
10056,Awned,A
10056,Rht-B1b,A
10056,Rht-D1b,A
10056,Ppd-D1a,A
10056,Species,aestivum
1008,Growth habit,S
1008,Rht-D1b,A
1008,Species,durum
100P,Growth habit,W
100P,Rht-B1b,A
100P,Rht-D1b,A
100P,Ppd-D1a,A
100P,Species,aestivum
1010,Species,other
10120,Growth habit,W
10120,Rht-B1b,A
10120,Rht-D1b,A
10120,Ppd-D1a,A
10120,Species,aestivum
1013B.1.KJ,Growth habit,S
1013B.1.KJ,Awned,A
1013B.1.KJ,Rht-B1b,A
1013B.1.KJ,Rht-D1b,A
1013B.1.KJ,Ppd-D1a,A
1013B.1.KJ,Species,aestivum
1014,Growth habit,S
1014,Awned,A
1014,Rht-B1b,A
1014,Rht-D1b,A
1014,Ppd-D1a,A
1014,Species,aestivum
1017,Growth habit,S
1017,Awned,A
1017,Rht-B1b,A
1017,Rht-D1b,A
1017,Ppd-D1a,A
1017,Species,aestivum
10180-154-10,Growth habit,S
10180-154-10,Rht-B1b,A
10180-154-10,Rht-D1b,A
10180-154-10,Ppd-D1a,A
10180-154-10,Species,aestivum
10180-27-36,Growth habit,S
10180-27-36,Awned,N
10180-27-36,Rht-B1b,A
10180-27-36,Rht-D1b,A
10180-27-36,Ppd-D1a,A
10180-27-36,Species,aestivum
10180-54-10,Growth habit,S
10180-54-10,Rht-B1b,A
10180-54-10,Rht-D1b,A
10180-54-10,Ppd-D1a,A
10180-54-10,Species,aestivum
10180-54-29,Growth habit,S
10180-54-29,Awned,A
10180-54-29,Rht-B1b,A
10180-54-29,Rht-D1b,A
10180-54-29,Ppd-D1a,A
10180-54-29,Species,aestivum
1018B,Growth habit,S
1018B,Rht-D1b,A
1018B,Ppd-D1a,A
1018B,Species,aestivum
1018D,Growth habit,S
1018D,Rht-D1b,A
1018D,Ppd-D1a,A
1018D,Species,aestivum
102-71,Growth habit,S
102-71,Rht-B1b,A
102-71,Rht-D1b,A
102-71,Ppd-D1a,A
102-71,Species,aestivum
10282,Growth habit,S
10282,Rht-B1b,A
10282,Rht-D1b,A
10282,Ppd-D1a,A
10282,Species,aestivum
1034,Growth habit,S
1034,Rht-D1b,A
1034,Species,durum
1035D,Growth habit,S
1035D,Rht-D1b,A
1035D,Ppd-D1a,A
1035D,Species,aestivum
1037-24-5,Growth habit,W
1037-24-5,Rht-B1b,P
1037-24-5,Rht-D1b,A
1037-24-5,Ppd-D1a,A
1037-24-5,Species,aestivum
10399,Growth habit,W
10399,Species,other
1042A1-1-2,Hardness,S
1042A1-1-2,Growth habit,W
1042A1-1-2,Color,R
1042A1-1-2,Height,short
1042A1-1-2,Species,aestivum
10446,Growth habit,S
10446,Awned,A
10446,Rht-B1b,A
10446,Rht-D1b,A
10446,Ppd-D1a,A
10446,Species,aestivum
1049,Growth habit,S
1049,Rht-B1b,A
1049,Rht-D1b,A
1049,Ppd-D1a,A
1049,Species,aestivum
10512RA1-8,Hardness,S
10512RA1-8,Growth habit,W
10512RA1-8,Height,short
10512RA1-8,Species,aestivum
10542-63/87,Growth habit,W
10542-63/87,Rht-B1b,P
10542-63/87,Rht-D1b,A
10542-63/87,Ppd-D1a,A
10542-63/87,Species,aestivum
1054A,Growth habit,S
1054A,Rht-B1b,A
1054A,Rht-D1b,A
1054A,Ppd-D1a,A
1054A,Species,aestivum
10565C1-1,Hardness,S
10565C1-1,Growth habit,W
10565C1-1,Color,R
10565C1-1,Height,short
10565C1-1,Species,aestivum
1057,Growth habit,S
1057,Rht-B1b,A
1057,Rht-D1b,A
1057,Ppd-D1a,A
1057,Species,aestivum
10641B1-9-11-7,Hardness,S
10641B1-9-11-7,Growth habit,W
10641B1-9-11-7,Species,aestivum
1066,Growth habit,S
1066,Rht-B1b,A
1066,Rht-D1b,A
1066,Ppd-D1a,A
1066,Species,aestivum
1068A,Growth habit,S
1068A,Rht-B1b,A
1068A,Rht-D1b,A
1068A,Ppd-D1a,A
1068A,Species,aestivum
1075,Growth habit,S
1075,Rht-B1b,P
1075,Rht-D1b,P
1075,Ppd-D1a,P
1075,Species,aestivum
1076,Growth habit,S
1076,Rht-B1b,A
1076,Rht-D1b,A
1076,Ppd-D1a,A
1076,Species,aestivum
10760,Growth habit,S
10760,Rht-D1b,A
10760,Species,durum
1083C,Growth habit,S
1083C,Rht-B1b,A
1083C,Rht-D1b,A
1083C,Ppd-D1a,A
1083C,Species,aestivum
1097,Growth habit,S
1097,Awned,A
1097,Rht-B1b,P
1097,Rht-D1b,P
1097,Ppd-D1a,A
1097,Species,aestivum
10EXP13-16,Hardness,H
10EXP13-16,Growth habit,S
10EXP13-16,Color,R
10EXP13-16,Species,aestivum
10EXP13-24,Hardness,H
10EXP13-24,Growth habit,S
10EXP13-24,Color,R
10EXP13-24,Species,aestivum
10EXP13-44,Hardness,H
10EXP13-44,Growth habit,S
10EXP13-44,Color,R
10EXP13-44,Species,aestivum
10EXP13-87,Hardness,H
10EXP13-87,Growth habit,S
10EXP13-87,Color,R
10EXP13-87,Species,aestivum
10EXPSW13-19,Hardness,H
10EXPSW13-19,Growth habit,S
10EXPSW13-19,Color,R
10EXPSW13-19,Species,aestivum
10EXPSW13-28,Hardness,H
10EXPSW13-28,Growth habit,S
10EXPSW13-28,Color,R
10EXPSW13-28,Species,aestivum
10EXPSW13-9,Hardness,H
10EXPSW13-9,Growth habit,S
10EXPSW13-9,Color,R
10EXPSW13-9,Species,aestivum
10HR1926,Hardness,S
10HR1926,Growth habit,W
10HR1926,Species,aestivum
10HR1932,Hardness,S
10HR1932,Growth habit,W
10HR1932,Species,aestivum
10HR1940,Hardness,S
10HR1940,Growth habit,W
10HR1940,Species,aestivum
10HR1942,Hardness,S
10HR1942,Growth habit,W
10HR1942,Species,aestivum
10HR1946,Hardness,S
10HR1946,Growth habit,W
10HR1946,Species,aestivum
10HR1948,Hardness,S
10HR1948,Growth habit,W
10HR1948,Species,aestivum
10HR1951,Hardness,S
10HR1951,Growth habit,W
10HR1951,Species,aestivum
10HR1952,Hardness,S
10HR1952,Growth habit,W
10HR1952,Species,aestivum
10HR1954,Hardness,S
10HR1954,Growth habit,W
10HR1954,Species,aestivum
10HR1959,Hardness,S
10HR1959,Growth habit,W
10HR1959,Species,aestivum
10HR1960,Hardness,S
10HR1960,Growth habit,W
10HR1960,Species,aestivum
10HR1964,Hardness,S
10HR1964,Growth habit,W
10HR1964,Species,aestivum
10HR1965,Hardness,S
10HR1965,Growth habit,W
10HR1965,Species,aestivum
10HR1966,Hardness,S
10HR1966,Growth habit,W
10HR1966,Species,aestivum
10HR1972,Hardness,S
10HR1972,Growth habit,W
10HR1972,Species,aestivum
10HR1984,Hardness,S
10HR1984,Growth habit,W
10HR1984,Species,aestivum
10HR2939,Hardness,S
10HR2939,Growth habit,W
10HR2939,Species,aestivum
10HR2953,Hardness,S
10HR2953,Growth habit,W
10HR2953,Species,aestivum
10HR2972,Hardness,S
10HR2972,Growth habit,W
10HR2972,Species,aestivum
10HR2976,Hardness,S
10HR2976,Growth habit,W
10HR2976,Species,aestivum
10HR4320,Hardness,S
10HR4320,Growth habit,W
10HR4320,Species,aestivum
10HR4328,Hardness,S
10HR4328,Growth habit,W
10HR4328,Species,aestivum
10HR4337,Hardness,S
10HR4337,Growth habit,W
10HR4337,Species,aestivum
10HR4343,Hardness,S
10HR4343,Growth habit,W
10HR4343,Species,aestivum
10HR4346,Hardness,S
10HR4346,Growth habit,W
10HR4346,Species,aestivum
10HR4352,Hardness,S
10HR4352,Growth habit,W
10HR4352,Species,aestivum
10HR4836,Hardness,S
10HR4836,Growth habit,W
10HR4836,Species,aestivum
10HR4840,Hardness,S
10HR4840,Growth habit,W
10HR4840,Species,aestivum
10HR4843,Hardness,S
10HR4843,Growth habit,W
10HR4843,Species,aestivum
10HR4845,Hardness,S
10HR4845,Growth habit,W
10HR4845,Species,aestivum
10HR4850,Hardness,S
10HR4850,Growth habit,W
10HR4850,Species,aestivum
10HR4856,Hardness,S
10HR4856,Growth habit,W
10HR4856,Species,aestivum
10HR4864,Hardness,S
10HR4864,Growth habit,W
10HR4864,Species,aestivum
10HR4865,Hardness,S
10HR4865,Growth habit,W
10HR4865,Species,aestivum
10HR4867,Hardness,S
10HR4867,Growth habit,W
10HR4867,Species,aestivum
10HR4869,Hardness,S
10HR4869,Growth habit,W
10HR4869,Species,aestivum
10HR4871,Hardness,S
10HR4871,Growth habit,W
10HR4871,Species,aestivum
10HR4874,Hardness,S
10HR4874,Growth habit,W
10HR4874,Species,aestivum
10HR4882,Hardness,S
10HR4882,Growth habit,W
10HR4882,Species,aestivum
10HR4889,Hardness,S
10HR4889,Growth habit,W
10HR4889,Species,aestivum
10HR5255,Hardness,S
